"","Var1","Var2","value","strength","estiamte.cor","CI1","CI2","pval"
"39","perimeter_se","smoothness_se",0.151075331208413,"weak",0.151075331208413,0.0697438559228808,0.230411630373639,0.000298541811236249
"40","area_se","smoothness_se",0.0751503381219938,"weak",0.0751503381219938,-0.00709102043932224,0.156381896012324,0.0732601371931342
"41","compactness_se","smoothness_se",0.336696080505445,"mid",0.336696080505445,0.261742401089555,0.407612712271821,1.50562279265763e-16
"42","concavity_se","smoothness_se",0.268684759872263,"weak",0.268684759872263,0.190698831450729,0.343300446433758,7.25846237923669e-11
"43","concavePoints_se","smoothness_se",0.328429499109679,"mid",0.328429499109679,0.253063675867079,0.399833119456851,8.89929209022739e-16
"44","symmetry_se","smoothness_se",0.413506125207898,"mid",0.413506125207898,0.342965696332795,0.479408957747898,6.56059466224175e-25
"45","fractalDimension_se","smoothness_se",0.427374206723158,"mid",0.427374206723158,0.357743876526977,0.492278456155696,1.14466527408083e-26
"46","radius_se","compactness_se",0.356064575532203,"mid",0.356064575532203,0.282124126213474,0.425799972212367,1.89061544309378e-18
"47","texture_se","compactness_se",0.231699698976237,"weak",0.231699698976237,0.152404713357673,0.308030763285122,2.25759006728574e-08
"48","perimeter_se","compactness_se",0.416322367992462,"mid",0.416322367992462,0.345963933368274,0.482024710151093,2.92737957424949e-25
"49","area_se","compactness_se",0.284840056541161,"weak",0.284840056541161,0.20750074793845,0.358640701748121,4.40672623958913e-12
"50","smoothness_se","compactness_se",0.336696080505445,"mid",0.336696080505445,0.261742401089555,0.407612712271821,1.50562279265763e-16
"51","concavity_se","compactness_se",0.801268342738329,"strong",0.801268342738329,0.769769581398027,0.828874329457246,1.3675570220389e-128
"52","concavePoints_se","compactness_se",0.744082667695325,"strong",0.744082667695325,0.705004435542959,0.778656225507769,2.15402584569131e-101
"53","symmetry_se","compactness_se",0.394712834762032,"mid",0.394712834762032,0.322994656307158,0.461923544574295,1.18072625869406e-22
"54","fractalDimension_se","compactness_se",0.803268817661767,"strong",0.803268817661767,0.772047003468646,0.830623047025868,1.06138838986539e-129
"55","radius_se","concavity_se",0.33235753760761,"mid",0.33235753760761,0.257186041144661,0.403531038406465,3.85132232368534e-16
"56","texture_se","concavity_se",0.194998464458819,"weak",0.194998464458819,0.114638377821978,0.272823103478626,2.78230128054956e-06
"57","perimeter_se","concavity_se",0.362481582270449,"mid",0.362481582270449,0.28889157973999,0.431813220203763,4.14181590961794e-19
"58","area_se","concavity_se",0.270894726190632,"weak",0.270894726190632,0.19299455761144,0.345401272069367,5.00148768256148e-11
"59","smoothness_se","concavity_se",0.268684759872263,"weak",0.268684759872263,0.190698831450729,0.343300446433758,7.25846237923669e-11
"60","compactness_se","concavity_se",0.801268342738329,"strong",0.801268342738329,0.769769581398027,0.828874329457246,1.3675570220389e-128
"61","concavePoints_se","concavity_se",0.771803994923845,"strong",0.771803994923845,0.736318799599366,0.803055393868704,1.3902929737575e-113
"62","symmetry_se","concavity_se",0.309428577984451,"mid",0.309428577984451,0.233161310285706,0.381912468140753,4.32312240148162e-14
"63","fractalDimension_se","concavity_se",0.727372183881193,"strong",0.727372183881193,0.686201384292777,0.763897661664619,8.82214346616422e-95
"64","radius_se","concavePoints_se",0.513346441436765,"strong",0.513346441436765,0.450143041405164,0.571431955910318,1.41842545539922e-39
"65","texture_se","concavePoints_se",0.230283399557033,"weak",0.230283399557033,0.150943003217412,0.306675968236634,2.76220220023973e-08
"66","perimeter_se","concavePoints_se",0.556264083654396,"strong",0.556264083654396,0.496781123202065,0.610545340434519,1.56106885769581e-47
"67","area_se","concavePoints_se",0.4157295683714,"mid",0.4157295683714,0.345332705793322,0.481474209671243,3.47156675175026e-25
"68","smoothness_se","concavePoints_se",0.328429499109679,"mid",0.328429499109679,0.253063675867079,0.399833119456851,8.89929209022739e-16
"69","compactness_se","concavePoints_se",0.744082667695325,"strong",0.744082667695325,0.705004435542959,0.778656225507769,2.15402584569131e-101
"70","concavity_se","concavePoints_se",0.771803994923845,"strong",0.771803994923845,0.736318799599366,0.803055393868704,1.3902929737575e-113
"71","symmetry_se","concavePoints_se",0.312780223209733,"mid",0.312780223209733,0.236667329716282,0.385077524732254,2.22330330470952e-14
"72","fractalDimension_se","concavePoints_se",0.611044139380723,"strong",0.611044139380723,0.556813273238242,0.660087899552953,1.54636659020827e-59
"73","radius_se","symmetry_se",0.240567362450071,"weak",0.240567362450071,0.161564592570437,0.316506307230169,6.1965539580918e-09
"74","texture_se","symmetry_se",0.411620680197539,"mid",0.411620680197539,0.340959210997258,0.47765708430583,1.12130730112555e-24
"75","perimeter_se","symmetry_se",0.266487091864023,"weak",0.266487091864023,0.188416726476533,0.341210571085072,1.04768332166154e-10
"76","area_se","symmetry_se",0.134108979692475,"weak",0.134108979692475,0.0524900439443043,0.21394809386788,0.00134379410123388
"77","smoothness_se","symmetry_se",0.413506125207898,"mid",0.413506125207898,0.342965696332795,0.479408957747898,6.56059466224175e-25
"78","compactness_se","symmetry_se",0.394712834762032,"mid",0.394712834762032,0.322994656307158,0.461923544574295,1.18072625869406e-22
"79","concavity_se","symmetry_se",0.309428577984451,"mid",0.309428577984451,0.233161310285706,0.381912468140753,4.32312240148162e-14
"80","concavePoints_se","symmetry_se",0.312780223209733,"mid",0.312780223209733,0.236667329716282,0.385077524732254,2.22330330470952e-14
"81","fractalDimension_se","symmetry_se",0.369078083365729,"mid",0.369078083365729,0.295856004507871,0.437988251274229,8.38711789075117e-20
"82","radius_se","fractalDimension_se",0.227753532671981,"weak",0.227753532671981,0.148332884435268,0.304255193082459,3.94767605244228e-08
"83","texture_se","fractalDimension_se",0.279722747719194,"weak",0.279722747719194,0.202173675158284,0.353785872845533,1.09189158724776e-11
"84","perimeter_se","fractalDimension_se",0.244142773416286,"weak",0.244142773416286,0.165261678661084,0.319920190540899,3.62568384364141e-09
"85","area_se","fractalDimension_se",0.127070902978013,"weak",0.127070902978013,0.0453469924880957,0.207105261663088,0.00239130239160328
"86","smoothness_se","fractalDimension_se",0.427374206723158,"mid",0.427374206723158,0.357743876526977,0.492278456155696,1.14466527408083e-26
"87","compactness_se","fractalDimension_se",0.803268817661767,"strong",0.803268817661767,0.772047003468646,0.830623047025868,1.06138838986539e-129
"88","concavity_se","fractalDimension_se",0.727372183881193,"strong",0.727372183881193,0.686201384292777,0.763897661664619,8.82214346616422e-95
"89","concavePoints_se","fractalDimension_se",0.611044139380723,"strong",0.611044139380723,0.556813273238242,0.660087899552953,1.54636659020827e-59
"90","symmetry_se","fractalDimension_se",0.369078083365729,"mid",0.369078083365729,0.295856004507871,0.437988251274229,8.38711789075117e-20
